id,name,slug,short_description,description,founded_year,trusted_seller,verified,total_outlets,outlet_range,parent_company,business_type,established_year,units_count,leader_name,leader_role,contact_email,logo_url_circle,logo_url_square,created_by,updated_by,created_at,updated_at
f648ef1c-c7c1-4d7f-b04a-91bf04a6718d,Kumon India,kumon-india,Japanese after-school learning system for math and English enrichment,"Kumon India is the Indian division of the global Kumon Institute of Education, a Japanese after-school learning system founded in 1958. The organization focuses on strengthening foundational skills in mathematics and English for children across age groups, from early learners to high-school students. With 200+ centers across India and over 60 years of global presence, Kumon uses standardized worksheets and self-learning methodology.",1958,true,true,200,,"Kumon Institute of Education, Japan",Coaching and Franchise - Math and Reading Enrichment,1958,200,Regional Directors,Management,franchise@kumonglobal.com,/FranchiseHomePage/FranchiseLogos/Circle/kumon-photoaidcom-cropped.jpg,/FranchiseHomePage/FranchiseLogos/Square/kumon.jpg,00000000-0000-0000-0000-000000000001,,2026-01-10 12:02:00,2026-01-10 12:02:00
b9e6ee77-95a5-4782-819e-2e9f0e39a9db,IBT Institute,ibt-institute,"Competitive exam coaching for Bank, SSC, Railways and Insurance exams","IBT Institute was founded in 2009 in Jalandhar, Punjab, initially for aspirants targeting one bank exam. Over time it has grown into a pan-India coaching brand with 100+ branches across the country. Its core aim is to provide quality coaching and preparation support for competitive government and bank-related exams including Bank PO, SSC, Railways, Insurance, MBA entrance exams, and Spoken English with comprehensive online mock-test platform.",2008,true,true,100,,IBT Institute Pvt Ltd,Coaching centre and Franchise model,2008,100,Founders and Directors,Management,info@ibtindia.com,/FranchiseHomePage/FranchiseLogos/Circle/ibtinstitue-photoaidcom-cropped.jpg,/FranchiseHomePage/FranchiseLogos/Square/ibtinstitue.jpg,00000000-0000-0000-0000-000000000001,,2026-01-10 12:02:00,2026-01-10 12:02:00
3f8fddd3-f75d-4d55-8622-c998930adc92,Brain Checker,brain-checker,Psychometric assessments and career counselling franchise,"Brain Checker is an education and career-guidance organization specializing in psychometric assessments, career counselling, aptitude testing, and student development programs. The company helps students understand their personality traits, learning styles, intelligence types, and career suitability using scientifically designed assessment tools and counselling frameworks.",2012,true,true,750,,Brain Checker Pvt. Ltd.,Franchise and Branch-Based Counselling & Assessment Services,2012,750,Dr. Ashwin Raje & Keya Raje,Co-Founders,,/FranchiseHomePage/FranchiseLogos/Circle/brain_checker-photoaidcom-cropped.jpg,/FranchiseHomePage/FranchiseLogos/Square/brain_checker.jpg,00000000-0000-0000-0000-000000000001,,2026-01-10 12:02:00,2026-01-10 12:02:00
c6444da3-7bf0-44e7-a219-85d4e84bded4,BlueStone Jewelry Private Limited,bluestone-jewelry,Premium fine jewelry brand operating on a FOCO franchise model.,"BlueStone is India's leading fine jewelry brand founded in 2011, specializing in certified diamonds, gemstones, and premium jewelry. The brand operates on a Franchise-Owned Company-Operated (FOCO) model where franchisees invest in store infrastructure while the company manages operations, inventory, staff, and marketing. BlueStone is publicly listed and continues rapid expansion across high-street locations and premium malls in major Indian cities.",2011,true,true,275,,BlueStone Jewellery and Lifestyle Limited,Public Limited Company,2011,275,Gaurav Singh Kushwaha,Founder & CEO,corporate.sales@bluestone.com,/FranchiseHomePage/FranchiseLogos/Circle/bluestone_jewellery-photoaidcom-cropped.jpg,/FranchiseHomePage/FranchiseLogos/Square/bluestone_jewellery.jpg,00000000-0000-0000-0000-000000000001,,2026-01-10 12:02:00,2026-01-10 12:02:00
3431dd32-d63e-4fce-8a7b-488a02dadf73,Medkart Pharmacy Private Limited,medkart-pharmacy,Affordable generic medicine pharmacy franchise focused on quality healthcare.,"Medkart Pharmacy is India's trusted generic medicine pharmacy brand established in 2014. The company provides affordable healthcare solutions through a wide range of generic medicines, branded medicines, healthcare products, and wellness items. With 100+ stores across Gujarat and Rajasthan, Medkart combines physical retail pharmacies with an online presence to ensure accessibility and cost-effective healthcare for millions of customers.",2014,true,true,104,,Medkart Pharmacy Private Limited,Private Limited Company,2014,104,Ankur Agarwal,Founder & Director,bd@medkart.in,/FranchiseHomePage/FranchiseLogos/Circle/medkart_pharmacy-photoaidcom-cropped.jpg,/FranchiseHomePage/FranchiseLogos/Square/medkart_pharmacy.jpg,00000000-0000-0000-0000-000000000001,,2026-01-10 12:02:00,2026-01-10 12:02:00
98ecc642-3342-4704-bc19-7da7d34461df,Red Tape,red-tape,International-style footwear and fashion retail brand,"Red Tape is a well-known Indian fashion & lifestyle brand that primarily focuses on footwear, along with apparel and accessories. With a legacy spanning over two decades, Red Tape has built a strong reputation for offering international style, good quality, and comfort at competitive prices. The brand operates 400+ stores with a mix of company-owned and franchise outlets across India.",1996,true,true,400,,Redtape Limited (Mirza International),Public Limited Company - Footwear & Apparel,1996,400,Rashid Ahmed Mirza,Chairman,info@redtapeindia.com,/FranchiseHomePage/FranchiseLogos/Circle/redtape_square-photoaidcom-cropped.jpg,/FranchiseHomePage/FranchiseLogos/Square/redtape_square.jpg,00000000-0000-0000-0000-000000000001,,2026-01-10 12:02:00,2026-01-10 12:02:00
606a879b-da69-4f28-bb62-7d6928c5bfda,Paragon Footwear,paragon-footwear,"India's trusted footwear brand offering men, women, and children shoes","Paragon Footwear is India's trusted footwear brand founded in 1974, offering a wide range of shoes for men, women, and children with a strong distribution network and commitment to quality. The brand operates through strategic retail locations in high-street shopping zones and premium malls. Franchise partnership model commenced in 2015 with focus on organized footwear retail expansion. Premium positioning with emphasis on high-visibility retail locations in tier-1 cities.",1974,true,true,500,,Paragon Polymer Product Private Limited,Private Limited Company,1974,500,"P.V. Abraham, K.U. Thomas & K.U. Scaria",Co-founders,esupport@paragonfootwear.com,/FranchiseHomePage/FranchiseLogos/Circle/paragon-photoaidcom-cropped%20(1).jpg,/FranchiseHomePage/FranchiseLogos/Square/paragon.jpg,00000000-0000-0000-0000-000000000001,,2026-01-10 12:02:00,2026-01-10 12:02:00
12c8ab8c-e4fd-4910-8bce-ef630b9e6491,Just Dogs India,just-dogs-india,Premium pet retail and grooming franchise offering complete pet care solutions,"Just Dogs India is India's largest pet retail and grooming chain specializing in pet grooming, retail, training services, and premium pet products. Established in 2011, the brand operates multiple formats ranging from boutique grooming spas to full-service concept stores. With presence across Tier-1 and Tier-2 cities, Just Dogs focuses on pet wellness, hygiene, safety, and customer satisfaction, making it a one-stop destination for pet care needs.",2011,true,true,35,,JUST DOGS SPALONS PVT LTD,Private Limited Company,2011,35,"Poorvi Anthony, Ashish Anthony",Founders,support@justdogsstore.com,/FranchiseHomePage/FranchiseLogos/Circle/just_dogs_india_logo-photoaidcom-cropped.jpg,/FranchiseHomePage/FranchiseLogos/Square/just_dogs_india_logo.jpg,00000000-0000-0000-0000-000000000001,,2026-01-10 12:02:00,2026-01-10 12:02:00
1ae94dc8-64ad-42e0-9650-72d9fe7e83c5,CIELHR,cielhr,"CIEL HR Franchise: A Future-Ready, Tech-Led Staffing Services Opportunity in India.","CIEL HR Franchise: A Future-Ready, Tech-Led Staffing Services Opportunity in India. If you are looking for a profitable staffing services franchise in India that combines brand reputation, technology, training, and nationwide business opportunities, CIEL HR stands out as one of the strongest choices.",2015,false,false,70,,,,2015,0,,,,,,00000000-0000-0000-0000-000000000001,,,
b1966850-3f94-4893-8f7e-c6d27ee51461,Cult,cult,"Most gym investments fail for one simple reason: they rely too much on local branding, owner-led operations, and unpredictable demand.","Why Owning a Cult Gym Is a Business Decision, Not a Fitness Bet. Most gym investments fail for one simple reason: they rely too much on local branding, owner-led operations, and unpredictable demand.",2016,false,false,140,,,,2022,0,,,,,,00000000-0000-0000-0000-000000000001,,,
