id,reference_id,question,intent_tag,created_at
550e8400-e29b-41d4-a716-446655440212,00000000-0000-0000-0000-000000000000,Are there home-based franchise options available?,low-investment,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440213,00000000-0000-0000-0000-000000000000,Do low-cost franchises offer financing support?,low-investment,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440214,00000000-0000-0000-0000-000000000000,How do I find the best franchise for my city?,location-based,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440215,00000000-0000-0000-0000-000000000000,Are there location-specific territory restrictions?,location-based,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440216,00000000-0000-0000-0000-000000000000,Which franchises are actively expanding in Tier 2/3 cities?,location-based,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440217,00000000-0000-0000-0000-000000000000,Does the franchisor provide local marketing support?,location-based,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440218,00000000-0000-0000-0000-000000000000,What are the footfall and demographic requirements for my area?,location-based,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440219,00000000-0000-0000-0000-000000000000,What is the average ROI timeline across franchise categories?,roi-focused,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440220,00000000-0000-0000-0000-000000000000,Which franchise categories have the highest profit margins?,roi-focused,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440221,00000000-0000-0000-0000-000000000000,How do I evaluate a franchise financial performance before investing?,roi-focused,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440222,00000000-0000-0000-0000-000000000000,What hidden costs should I watch out for?,roi-focused,2026-01-30 10:00:00
550e8400-e29b-41d4-a716-446655440223,00000000-0000-0000-0000-000000000000,Are there franchises with guaranteed returns or buyback options?,roi-focused,2026-01-30 10:00:00
