sr_no,name,short_description,description,established_year,company_name,business_type,ceo_name,ceo_title,ceo_email,entity_type,member_count,min_membership_fee,max_membership_fee,website,industry,category,sector,state,city,association_type,legal_status,json_data
81,Healthcare Federation of India (NATHEALTH),Apex body for private healthcare industry in India.,"NATHEALTH is the apex body for private healthcare in India. Founded in 2012, it represents hospitals, pharmacies, diagnostics, medical devices, and digital health companies working to address India's healthcare challenges.",2012,Healthcare Federation of India,Non-profit Industry Body,Anjan Bose,Secretary General,info@nathealth.in,association,120,50000,2000000,https://www.nathealth.in,"Health (Medical, Diagnostic & Wellness)",Private Healthcare Industry Body,Healthcare,Delhi,New Delhi,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""NATHEALTH is the apex body for private healthcare in India. Founded in 2012, it represents hospitals, pharmacies, diagnostics, medical devices, and digital health companies working to address India's healthcare challenges."", ""mission"": """", ""vision"": """", ""sector"": ""Healthcare"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Anjan Bose"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""120+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@nathealth.in"", ""website"": ""https://www.nathealth.in""}}"
82,Association of Diagnostics Manufacturers of India (ADMI),Industry body for diagnostic manufacturers in India.,ADMI represents manufacturers of in vitro diagnostics (IVD) products in India. It advocates for a supportive regulatory environment for the diagnostics sector and promotes quality standards in diagnostic manufacturing.,2008,Association of Diagnostics Manufacturers of India,Non-profit Industry Body,Niti Pall,President,admi@admi.org.in,association,200,15000,300000,https://www.admi.org.in,"Health (Medical, Diagnostic & Wellness)",Diagnostics Manufacturers Association,Diagnostics Manufacturing,Maharashtra,Mumbai,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""ADMI represents manufacturers of in vitro diagnostics (IVD) products in India. It advocates for a supportive regulatory environment for the diagnostics sector and promotes quality standards in diagnostic manufacturing."", ""mission"": """", ""vision"": """", ""sector"": ""Diagnostics Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Niti Pall"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""200+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""admi@admi.org.in"", ""website"": ""https://www.admi.org.in""}}"
83,Digital Health Association of India (DHAI),Industry body for digital health ecosystem in India.,"DHAI represents companies involved in digital health including telemedicine, health IT, AI in healthcare, and health data management. It works to advance the digital health ecosystem and support regulatory development in this space.",2020,Digital Health Association of India,Non-profit Industry Body,Rajkumar Upadhyay,President,info@dhai.org.in,association,150,25000,500000,https://www.dhai.org.in,"Health (Medical, Diagnostic & Wellness)",Digital Health Industry Body,Digital Health / HealthTech,Delhi,New Delhi,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""DHAI represents companies involved in digital health including telemedicine, health IT, AI in healthcare, and health data management. It works to advance the digital health ecosystem and support regulatory development in this space."", ""mission"": """", ""vision"": """", ""sector"": ""Digital Health / HealthTech"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Rajkumar Upadhyay"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""150+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@dhai.org.in"", ""website"": ""https://www.dhai.org.in""}}"
84,Association of Indian Medical Device Industry (AiMeD),Industry body for domestic medical device manufacturers.,"AiMeD is the Forum for Indian Medical Device industry, representing manufacturers of medical devices and diagnostics. It promotes Make in India in the medical devices sector and engages with CDSCO on regulatory policy matters.",2014,Association of Indian Medical Device Industry,Non-profit Industry Body,Rajiv Nath,Forum Coordinator,aimed@aimed.net.in,association,1200,5000,100000,https://www.aimed.net.in,"Health (Medical, Diagnostic & Wellness)",Medical Devices Industry Association,Medical Devices,Delhi,New Delhi,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""AiMeD is the Forum for Indian Medical Device industry, representing manufacturers of medical devices and diagnostics. It promotes Make in India in the medical devices sector and engages with CDSCO on regulatory policy matters."", ""mission"": """", ""vision"": """", ""sector"": ""Medical Devices"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""1200+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""aimed@aimed.net.in"", ""website"": ""https://www.aimed.net.in""}}"
85,Franchise Association of India (FAI),National body for the franchise industry in India.,"FAI is the national apex body representing the franchise industry in India. Founded in 2008, it promotes franchising as a business model, sets ethical standards, and represents the franchise sector before government and regulatory bodies.",2008,Franchise Association of India,Non-profit Industry Body,Gaurav Marya,Chairman,info@fai.co.in,association,2000,10000,200000,https://www.fai.co.in,General (Miscellaneous),Franchise Industry Association,Franchise & Licensing,Delhi,New Delhi,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""FAI is the national apex body representing the franchise industry in India. Founded in 2008, it promotes franchising as a business model, sets ethical standards, and represents the franchise sector before government and regulatory bodies."", ""mission"": """", ""vision"": """", ""sector"": ""Franchise & Licensing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""2000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@fai.co.in"", ""website"": ""https://www.fai.co.in""}}"
86,"Maharashtra Chamber of Commerce, Industry and Agriculture (MACCIA)",Premier chamber of commerce for Maharashtra state.,"MACCIA is the apex chamber of commerce for Maharashtra, representing thousands of businessmen across the state. Founded in 1927, it advocates for industry-friendly policies and organises trade delegations, exhibitions, and business development programmes.",1927,Maharashtra Chamber of Commerce Industry and Agriculture,Chamber of Commerce,Lalit Gandhi,President,maccia@maccia.org.in,association,5000,5000,200000,https://www.maccia.org.in,"Business Services (B2B, HR, Accounting)",State Chamber of Commerce,Trade & Commerce,Maharashtra,Mumbai,State-level,Registered Society,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""MACCIA is the apex chamber of commerce for Maharashtra, representing thousands of businessmen across the state. Founded in 1927, it advocates for industry-friendly policies and organises trade delegations, exhibitions, and business development programmes."", ""mission"": """", ""vision"": """", ""sector"": ""Trade & Commerce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Lalit Gandhi"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""5000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""maccia@maccia.org.in"", ""website"": ""https://www.maccia.org.in""}}"
87,Federation of Karnataka Chambers of Commerce and Industry (FKCCI),Apex chamber of commerce for Karnataka state.,"FKCCI, founded in 1916, is the apex chamber of commerce for Karnataka. It represents the trade and industry interests of the state, facilitates investment, and advocates for industry-friendly policy changes with state and central governments.",1916,Federation of Karnataka Chambers of Commerce and Industry,Chamber of Commerce,R. Ramesh Kumar,President,fkcci@fkcci.in,association,10000,3000,100000,https://www.fkcci.in,"Business Services (B2B, HR, Accounting)",State Chamber of Commerce,Trade & Commerce,Karnataka,Bengaluru,State-level,Registered Society,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""FKCCI, founded in 1916, is the apex chamber of commerce for Karnataka. It represents the trade and industry interests of the state, facilitates investment, and advocates for industry-friendly policy changes with state and central governments."", ""mission"": """", ""vision"": """", ""sector"": ""Trade & Commerce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""R. Ramesh Kumar"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""10000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": ""fkcci@fkcci.in"", ""website"": ""https://www.fkcci.in""}}"
88,Tamil Nadu Chamber of Commerce and Industry (TNCCI),Apex chamber for trade and industry in Tamil Nadu.,"TNCCI represents the business community of Tamil Nadu. Established in 1911, it is one of the oldest chambers in southern India and works to promote trade, industry, and commerce in the state through advocacy and business development initiatives.",1911,Tamil Nadu Chamber of Commerce and Industry,Chamber of Commerce,T. Velumani,President,tncci@tncci.com,association,8000,3000,100000,https://www.tncci.com,"Business Services (B2B, HR, Accounting)",State Chamber of Commerce,Trade & Commerce,Tamil Nadu,Coimbatore,State-level,Registered Society,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""TNCCI represents the business community of Tamil Nadu. Established in 1911, it is one of the oldest chambers in southern India and works to promote trade, industry, and commerce in the state through advocacy and business development initiatives."", ""mission"": """", ""vision"": """", ""sector"": ""Trade & Commerce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""T. Velumani"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Coimbatore, Tamil Nadu"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""8000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Coimbatore, Tamil Nadu, India"", ""phone_number"": """", ""email"": ""tncci@tncci.com"", ""website"": ""https://www.tncci.com""}}"
89,Bengal Chamber of Commerce & Industry (BCC&I),Oldest chamber of commerce in Asia.,"Bengal Chamber of Commerce & Industry, founded in 1853, is the oldest chamber of commerce in Asia. It represents the business community of West Bengal and eastern India, facilitates trade, and provides a platform for industry advocacy and networking.",1853,Bengal Chamber of Commerce and Industry,Chamber of Commerce,Sanjay Budhia,President,bcc@bengalchamber.com,association,3000,5000,200000,https://www.bengalchamber.com,"Business Services (B2B, HR, Accounting)",State Chamber of Commerce,Trade & Commerce,West Bengal,Kolkata,State-level,Registered Society,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""Bengal Chamber of Commerce & Industry, founded in 1853, is the oldest chamber of commerce in Asia. It represents the business community of West Bengal and eastern India, facilitates trade, and provides a platform for industry advocacy and networking."", ""mission"": """", ""vision"": """", ""sector"": ""Trade & Commerce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Sanjay Budhia"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Kolkata, West Bengal"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""3000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Kolkata, West Bengal, India"", ""phone_number"": """", ""email"": ""bcc@bengalchamber.com"", ""website"": ""https://www.bengalchamber.com""}}"
90,Gujarat Chamber of Commerce and Industry (GCCI),Premier chamber representing industry and trade in Gujarat.,"GCCI, established in 1949, is the premier chamber of commerce for Gujarat. It represents a wide range of industries and commercial establishments in the state and acts as a bridge between industry and government.",1949,Gujarat Chamber of Commerce and Industry,Chamber of Commerce,Shailesh Patwari,President,gcci@gcci.in,association,7000,3000,150000,https://www.gujaratchamber.org,"Business Services (B2B, HR, Accounting)",State Chamber of Commerce,Trade & Commerce,Gujarat,Ahmedabad,State-level,Registered Society,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""GCCI, established in 1949, is the premier chamber of commerce for Gujarat. It represents a wide range of industries and commercial establishments in the state and acts as a bridge between industry and government."", ""mission"": """", ""vision"": """", ""sector"": ""Trade & Commerce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Shailesh Patwari"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Ahmedabad, Gujarat"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""7000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Ahmedabad, Gujarat, India"", ""phone_number"": """", ""email"": ""gcci@gcci.in"", ""website"": ""https://www.gujaratchamber.org""}}"
91,Kerala Chamber of Commerce and Industry (KCCI),Representative body for trade and industry in Kerala.,"KCCI is the apex body representing commerce and industry in Kerala. It works to promote and develop trade, industry, and the economy of the state by liaising with government bodies and providing services to members.",1975,Kerala Chamber of Commerce and Industry,Chamber of Commerce,Mohammed Rafeeque Ahmed,President,kcci@keralachamber.com,association,4000,3000,100000,https://www.keralachamber.com,"Business Services (B2B, HR, Accounting)",State Chamber of Commerce,Trade & Commerce,Kerala,Kochi,State-level,Registered Society,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""KCCI is the apex body representing commerce and industry in Kerala. It works to promote and develop trade, industry, and the economy of the state by liaising with government bodies and providing services to members."", ""mission"": """", ""vision"": """", ""sector"": ""Trade & Commerce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Mohammed Rafeeque Ahmed"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Kochi, Kerala"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""4000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Kochi, Kerala, India"", ""phone_number"": """", ""email"": ""kcci@keralachamber.com"", ""website"": ""https://www.keralachamber.com""}}"
92,Rajasthan Chamber of Commerce and Industry (RCCI),Apex chamber representing Rajasthan's trade and industry.,"RCCI is the apex chamber of commerce for Rajasthan, established in 1948. It represents trade, industry, and commerce across the state and advocates for policies conducive to Rajasthan's economic development.",1948,Rajasthan Chamber of Commerce and Industry,Chamber of Commerce,Ramavtar Gupta,President,rcci@rcci.in,association,6000,2000,100000,https://www.rcci.org.in,"Business Services (B2B, HR, Accounting)",State Chamber of Commerce,Trade & Commerce,Rajasthan,Jaipur,State-level,Registered Society,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""RCCI is the apex chamber of commerce for Rajasthan, established in 1948. It represents trade, industry, and commerce across the state and advocates for policies conducive to Rajasthan's economic development."", ""mission"": """", ""vision"": """", ""sector"": ""Trade & Commerce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Ramavtar Gupta"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Jaipur, Rajasthan"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""6000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Jaipur, Rajasthan, India"", ""phone_number"": """", ""email"": ""rcci@rcci.in"", ""website"": ""https://www.rcci.org.in""}}"
93,Indian Merchants' Chamber (IMC),Premier chamber of commerce headquartered in Mumbai.,"IMC is one of the premier chambers of commerce in India, founded in 1907. It represents commerce, trade and industry interests primarily in Maharashtra and engages on issues like ease of doing business and economic policy.",1907,Indian Merchants Chamber,Chamber of Commerce,Anant Singhania,President,imc@imcnet.org,association,5000,5000,200000,https://www.imcnet.org,"Business Services (B2B, HR, Accounting)",State Chamber of Commerce,Trade,Maharashtra,Mumbai,State-level,Registered Society,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IMC is one of the premier chambers of commerce in India, founded in 1907. It represents commerce, trade and industry interests primarily in Maharashtra and engages on issues like ease of doing business and economic policy."", ""mission"": """", ""vision"": """", ""sector"": ""Trade"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Anant Singhania"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""5000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""imc@imcnet.org"", ""website"": ""https://www.imcnet.org""}}"
94,Federation of Seed Industry of India (FSII),National body of the seed industry promoting innovation.,"FSII is the national federation for the seed industry in India, representing companies involved in research, development and marketing of seeds. It advocates for science-based seed policies including IPR protection for plant varieties.",2012,Federation of Seed Industry of India,Non-profit Industry Body,Shivendra Bajaj,Executive Director,info@fsii.in,association,30,50000,1000000,https://fsii.in,"Agriculture (Agri-tech, Rural Retail, Organic Farming)",Seed Industry Federation,Seeds / R&D,Delhi,New Delhi,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""FSII is the national federation for the seed industry in India, representing companies involved in research, development and marketing of seeds. It advocates for science-based seed policies including IPR protection for plant varieties."", ""mission"": """", ""vision"": """", ""sector"": ""Seeds / R&D"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Shivendra Bajaj"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""30+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@fsii.in"", ""website"": ""https://fsii.in""}}"
95,Agri Business and Food Federation of India (AgBIF),Apex body for agribusiness and food enterprises in India.,"AgBIF promotes the interests of agribusiness companies, food processors, and agri-tech startups in India. It focuses on technology adoption in agriculture, food safety standards, and facilitating farm-to-market connections.",2015,Agri Business and Food Federation of India,Non-profit Industry Body,S. K. Patnaik,President,info@agbif.in,association,300,10000,200000,https://www.agbif.in,"Agriculture (Agri-tech, Rural Retail, Organic Farming)",Agribusiness & Food Federation,Agribusiness & Food,Delhi,New Delhi,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""AgBIF promotes the interests of agribusiness companies, food processors, and agri-tech startups in India. It focuses on technology adoption in agriculture, food safety standards, and facilitating farm-to-market connections."", ""mission"": """", ""vision"": """", ""sector"": ""Agribusiness & Food"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""S. K. Patnaik"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""300+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@agbif.in"", ""website"": ""https://www.agbif.in""}}"
96,CropLife India,Industry body of crop protection companies in India.,"CropLife India is the industry body of crop protection companies in India. It represents companies that develop, manufacture and market pesticides, herbicides, and other crop protection products, and advocates for science-based regulation.",2000,CropLife India,Non-profit Industry Body,Asitava Sen,Executive Director,info@croplifeindia.org,association,50,100000,2000000,https://www.croplifeindia.org,"Agriculture (Agri-tech, Rural Retail, Organic Farming)",Crop Protection Industry Body,Crop Protection,Delhi,New Delhi,National,Section 8 Company,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""CropLife India is the industry body of crop protection companies in India. It represents companies that develop, manufacture and market pesticides, herbicides, and other crop protection products, and advocates for science-based regulation."", ""mission"": """", ""vision"": """", ""sector"": ""Crop Protection"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Asitava Sen"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""50+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@croplifeindia.org"", ""website"": ""https://www.croplifeindia.org""}}"
